"FamilyName","GivenName","Prefix","Gender","Age","Class","Joined","url","Price","Survived"
"DENBUOY","Albert Joseph","Mr","Male","25","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/albert-denbuoy.html","31.50",0
"DENKOV","Mityu","Mr","Male","30","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/mityu-denkov.html","7.90",0
"DENNIS","Samuel","Mr","Male","22","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/samuel-dennis.html","7.25",0
"DENNIS","William","Mr","Male","26","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-dennis.html","7.25",0
"DENOV","Yoto","Mr","Male","27","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/yoto-danoff.html","7.90",0
"DERRETT","Arthur Henry","Mr","Male","28","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/albert-derrett.html","NA",0
"DESLANDES","Percival Stainer","Mr","Male","37","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/percival-stainer-deslandes.html","NA",0
"DESVERNINE","Louis Gabriel","Mr","Male","20","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/louis-gabriel-desvernine.html","NA",0
"DIBDEN","William","Mr","Male","18","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-dibden.html","73.50",0
"DĪBŪ","Ilyās","Mr","Male","29","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/dibo-elias.html","7.23",0
"DICKSON","William","Mr","Male","37","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-dickson.html","NA",0
"DIKA","Mirko","Mr","Male","17","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/mirko-dika.html","7.90",0
"DIMIĆ","Jovan","Mr","Male","42","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jovan-dimic.html","8.66",0
"DINCHEV","Vulcho","Mr","Male","43","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/vulcho-dinchev.html","7.90",0
"DINENAGE","James Richard","Mr","Male","49","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/james-richard-dinenage.html","NA",0
"DODD","Edward Charles","Mr","Male","39","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/edward-charles-dodd.html","NA",0
"DODD","George Charles","Mr","Male","44","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/george-charles-dodd.html","NA",0
"DODDS","Henry Watson","Mr","Male","26","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/henry-watson-dodds.html","NA",0
"DOHERTY","William John","Mr","Male","22","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/william-john-dougherty.html","8.46",0
"DOLBY","Joseph","Mr","Male","38","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/joseph-dolby.html","NA",0
"DONATI","Italo Francesco","Sig.",NA,"17","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/italo-francesco-donati.html","NA",0
"DONOGHUE","Florence Thomas","Mr","Male","31","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/frank-thomas-donoghue.html","NA",0
"DONOHOE","Bridget","Miss","Female","21","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/bridget-donohoe.html","7.75",0
"DOOLEY","Patrick","Mr","Male","37","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/patrick-dooley.html","7.75",0
"DORNIER","Louis Auguste","Mr","Male","20","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/louis-auguste-dornier.html","NA",0
"DOUGHTY","Walter Thomas","Mr","Male","22","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/w-doughty.html","NA",0
"DOUGLAS","Walter Donald","Mr","Male","50","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/walter-donald-douglas.html","106.43",0
"DOUTON","William Joseph","Mr","Male","55","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-joseph-douton.html","26.00",0
"DOYLE","Elizabeth","Miss","Female","28","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/elizabeth-doyle.html","7.75",0
"DOYLE","Laurence","Mr","Male","27","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/laurence-doyle.html","NA",0
"DRAŽENOVIĆ","Jozef","Mr","Male","33","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/jozef-drazenovic.html","7.90",0
"DREW","James Vivian","Mr","Male","42","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/james-vivian-drew.html","32.50",0
"DUFFY","William Luke","Mr","Male","36","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-luke-duffy.html","NA",0
"DULLES","William Crothers","Mr","Male","39","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/william-crothers-dulles.html","29.70",0
"DUNFORD","William","Mr","Male","48","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-dunford.html","NA",0
"DWAN","Frank","Mr","Male","65","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/frank-dwan.html","7.75",0
"DYER","Henry Ryland","Mr","Male","24","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/henry-ryland-dyer.html","NA",0
"DYER","William Henry","Mr","Male","33","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-henry-dyer.html","NA",0
"DYKER","Adolf Fredrik","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/adolf-fredrik-dyker.html","13.90",0
"EAGLE","Alfred James Jacob","Mr","Male","27","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/a-eagle.html","NA",0
"EASTMAN","Charles","Mr","Male","44","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-eastman.html","NA",0
"EDBROOKE","Francis Samuel Jacob","Mr","Male","23","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/f-edbrooke.html","NA",0
"EDE","George Bulkeley","Mr","Male","23","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-ede.html","NA",0
"EDGE","Frederick William","Mr","Male","39","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frederick-william-edge.html","NA",0
"EDVARDSSON","Gustaf Hjalmar","Mr","Male","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/gustaf-hjalmar-edvardsson.html","7.78",0
"EDWARDS","Charles Essex","Mr","Male","49","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-essex-edwards.html","NA",0
"EGG","William Henry","Mr","Male","48","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/w-egg.html","NA",0
"EITEMILLER","George Floyd","Mr","Male","25","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-floyd-eitemiller.html","13.00",0
"EKLUND","Hans Linus","Mr","Male","16","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/hans-linus-eklund.html","7.78",0
"EKSTRÖM","Johan","Mr","Male","45","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/johan-ekstrom.html","6.98",0
"ELIAS","Joseph jr.","Mr","Male","15","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/joseph-elias.html","7.23",0
"ELIAS","Joseph","Mr","Male","39","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/elias-joseph-shahin.html","7.23",0
"ELIAS NASRALLAH","Tannous","Mr","Male","22","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/tannous-elias-nasrallah.html","7.23",0
"ELLIOTT","Everett Edward","Mr","Male","23","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/everett-edward-elliott.html","NA",0
"ELSBURY","William James","Mr","Male","48","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-james-elsbury.html","7.25",0
"ENANDER","Ingvar","Mr","Male","21","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ingvar-enander.html","13.00",0
"ENNIS","Walter","Mr","Male","34","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/walter-ennis.html","NA",0
"ERVINE","Albert George","Mr","Male","18","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/albert-george-ervine.html","NA",0
"ESTANISLAU","Manuel Gonçalves","Mr","Male","37","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/manuel-goncalves-estanislau.html","7.05",0
"EVANS","Edith Corse","Miss","Female","36","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/edith-corse-evans.html","31.68",0
"EVANS","William Thomas","Mr","Male","33","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-evans.html","NA",0
"EVANS","George Richard","Mr","Male","27","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/george-richard-evans.html","NA",0
"EVERETT","Thomas James","Mr","Male","37","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-james-everett.html","15.10",0
"FAHLSTRØM","Arne Joma","Mr","Male","18","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arne-joma-fahlstrom.html","13.00",0
"FAIRALL","Henry Charles","Mr","Male","40","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/henry-fairall.html","NA",0
"FARDON","Charles Richard","Mr","Male","46","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-franklin.html","7.25",0
"FARENDEN","Ernest John","Mr","Male","22","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/ernest-john-farrenden.html","NA",0
"FARQUHARSON","William Edward","Mr","Male","39","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-edward-farquharson.html","NA",0
"FARRELL","James","Mr","Male","26","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/jim-farrell.html","7.75",0
"FARTHING","John","Mr","Male","48","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-farthing.html","221.78",0
"FAUNTHORPE","Harry Bartram","Mr","Male","31","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/harry-faunthorpe.html","26.00",0
"FAY","Thomas Joseph","Mr","Male","30","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-joseph-fay.html","NA",0
"FEI","Carlo","Sig.",NA,"19","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/carlo-fey.html","NA",0
"FELLOWES","Alfred James","Mr","Male","28","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/alfred-fellowes.html","NA",0
"FELTHAM","George William","Mr","Male","41","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/g-feltham.html","NA",0
"FERRARY","Anton","Mr","Male","33","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/anton-ferrary.html","NA",0
"FERRIS","William","Mr","Male","39","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/w-ferris.html","NA",0
"FILLBROOK","Joseph Charles","Mr","Male","18","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/joseph-charles-fillbrook.html","10.50",0
"FINCH","Henry Herman","Mr","Male","18","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/harry-finch.html","NA",0
"FIORAVANTE","Giuseppe Bertoldo","Sig.",NA,"23","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/giuseppe-bertoldo-fioravante.html","NA",0
"FISCHER","Eberhard Thelander","Mr","Male","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/eberhard-fischer.html","7.80",0
"FITZPATRICK","Hugh Joseph","Mr","Male","29","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/hugh-fitzpatrick.html","NA",0
"FLEMING","Honor","Miss","Female","22","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/honora-fleming.html","7.75",0
"FLETCHER","Percy William","Mr","Male","25","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/percy-william-fletcher.html","NA",0
"FLYNN","James","Mr","Male","28","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/james-flynn.html","7.75",0
"FLYNN","John","Mr","Male","48","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/john-flynn.html","6.95",0
"FOLEY","Joseph","Mr","Male","19","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/joseph-foley.html","7.88",0
"FOLEY","William","Mr","Male","20","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/william-foley.html","7.75",0
"FORD","Arthur","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arthur-ford.html","8.05",0
"FORD","Margaret Ann Watson","Mrs","Male","54","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/margaret-ann-watson-ford.html","34.38",0
"FORD","Dollina Margaret","Miss","Female","20","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/dollina-margaret-ford.html","34.38",0
"FORD","Edward Watson","Mr","Male","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edward-watson-ford.html","34.38",0
"FORD","William Neal Thomas","Mr","Male","14","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/neal-thomas-ford.html","34.38",0
"FORD","Robina Maggie","Miss","Female","7","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/robina-maggie-ford.html","34.38",0
"FORD","H.","Mr","Male","22","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/h-ford.html","NA",0
"FORD","Thomas","Mr","Male","33","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-ford.html","NA",0
"FORD","Ernest","Mr","Male","33","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernest-ford.html","NA",0
"FORD","Francis","Mr","Male","44","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/f-ford.html","NA",0
"FOREMAN","Benjamin Laventall","Mr","Male","30","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/benjamin-foreman.html","27.75",0
"FORTUNE","Mark","Mr","Male","64","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/mark-fortune.html","263.00",0
"FORTUNE","Charles Alexander","Mr","Male","19","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-alexander-fortune.html","263.00",0
"FOSTER","Alfred Charles","Mr","Male","37","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/alfred-charles-foster.html","NA",0
"FOX","Stanley Harrington","Mr","Male","38","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/stanley-hubert-fox.html","13.00",0
"FOX","Patrick","Mr","Male","28","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/patrick-fox.html","7.75",0
"FOX","William Thomas","Mr","Male","27","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-thomas-fox.html","NA",0
"FRANKLIN","Thomas Parnham","Mr","Male","37","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-parnham-franklin.html","26.55",0
"FRANKLIN","Alan Vincent","Mr","Male","28","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alan-vincent-franklin.html","NA",0
"FRASER","James","Mr","Male","30","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/james-fraser.html","NA",0
"FRASER","J.","Mr","Male","30","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/j-fraser.html","NA",0
"FREEMAN","Ernest Edward Samuel","Mr","Male","45","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/ernest-edward-samuel-freeman.html","NA",0
"FROST","Anthony Wood","Mr","Male","38","2nd Class Passenger","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/anthony-wood-frost.html","NA",0
"FRY","Richard Thomas","Mr","Male","39","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-fry.html","NA",0
"FUNK","Annie Clemmer","Miss","Female","38","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/annie-clemmer-funk.html","13.00",0
"FUTRELLE","Jacques Heath","Mr","Male","37","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jacques-futrelle.html","53.10",0
"FYNNEY","Joseph J.","Mr","Male","36","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/joseph-fynney.html","26.00",0
"GALE","Harry","Mr","Male","37","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/harry-gale.html","21.00",0
"GALE","Shadrach","Mr","Male","33","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/shadrach-gale.html","21.00",0
"GALLAGHER","Martin","Mr","Male","29","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/martin-gallagher.html","7.74",0
"GARFIRTH","John","Mr","Male","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-garfirth.html","14.50",0
"GASKELL","William Alfred","Mr","Male","19","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfred-gaskell.html","26.00",0
"GATTI","Gaspare Antonio Pietro","Sig.",NA,"37","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/gaspare-antonio-pietro-gatti.html","NA",0
"GAVEY","Laurence","Mr","Male","26","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/laurence-gavey.html","10.50",0
"GEDDES","Richard Charles","Mr","Male","32","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-charles-geddes.html","NA",0
"GEE","Arthur","Mr","Male","47","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arthur-gee.html","38.50",0
"GEER","Alfred Emest","Mr","Male","26","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfred-emest-geer.html","NA",0
"GEORGIEV","Stenyu","Mr","Male",NA,"3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/stanio-gheorgheff.html","7.90",0
"GIGLIO","Victor Gaitan Andrea","Mr","Male","23","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/victor-giglio.html","79.20",0
"GILARDINO","Vincenzo Pio","Sig.",NA,"31","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/vincenzo-pio-gilardino.html","NA",0
"GILBERT","William","Mr","Male","46","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-gilbert.html","10.50",0
"GILES","Edgar","Mr","Male","18","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edgar-giles.html","11.50",0
"GILES","Frederick Edward","Mr","Male","20","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frederick-edward-giles.html","11.50",0
"GILES","Ralph","Mr","Male","24","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ralph-giles.html","13.50",0
"GILES","John Robert","Mr","Male","32","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-robert-giles.html","NA",0
"GILINSKI","Eliezer","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/eliezer-gilinski.html","8.05",0
"GILL","John","Mr","Male","24","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-william-gill.html","13.00",0
"GILL","Joseph Stanley","Mr","Male","38","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/joseph-stanley-gill.html","NA",0
"GILL","Patrick","Mr","Male","38","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/patrick-gill.html","NA",0
"GILLESPIE","William Henry","Mr","Male","31","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-henry-gillespie.html","13.00",0
"GIVARD","Hans Kristensen","Mr","Male","27","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/hans-kristensen-givard.html","13.00",0
"GODWIN","Frederick Charles","Mr","Male","36","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frederick-charles-godwin.html","NA",0
"GOLDER","Martin William","Mr","Male","35","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/m-golder.html","NA",0
"GOLDSCHMIDT","George B.","Mr","Male","71","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/george-goldschmidt.html","34.65",0
"GOLDSMITH","Frank John","Mr","Male","33","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frank-goldsmith.html","20.52",0
"GOLDSMITH","Nathan","Mr","Male","41","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/nathan-goldsmith.html","7.85",0
"GOLLOP","Percival Salisbury","Mr","Male","30","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/f-gollop.html","NA",0
"GOODWIN","Frederick Joseph","Mr","Male","42","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frederick-joseph-goodwin.html","46.90",0
"GOODWIN","Augusta","Mrs","Male","43","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/augusta-goodwin.html","46.90",0
"GOODWIN","Lillian Augusta","Miss","Female","16","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/lillian-amy-goodwin.html","46.90",0
"GOODWIN","Charles Edward","Mr","Male","14","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-edward-goodwin.html","46.90",0
"GOODWIN","William Frederick","Master",NA,"13","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-frederick-goodwin.html","46.90",0
"GOODWIN","Jessie Allis Mary","Miss","Female","12","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jessie-allis-goodwin.html","46.90",0
"GOODWIN","Harold Victor","Master",NA,"10","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/harold-victor-goodwin.html","46.90",0
"GOODWIN","Sidney Leslie","Master",NA,"1","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/sidney-leslie-goodwin.html","46.90",0
"GORDON","John","Mr","Male","30","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/j-gordon.html","NA",0
"GOREE","Frank","Mr","Male","40","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frank-goree.html","NA",0
"GOSHAWK","Alfred James","Mr","Male","40","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/arthur-james-goshawk.html","NA",0
"GOSLING","Bertram James","Mr","Male","22","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/bertram-james-gosling.html","NA",0
"GOSLING","Frank Henry","Mr","Male","25","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/s-gosling.html","NA",0
"GRADIDGE","Ernest Edward","Mr","Male","22","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernest-edward-gradidge.html","NA",0
"GRAHAM","George Edward","Mr","Male","38","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-edward-graham.html","30.00",0
"GREEN","George","Mr","Male","41","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-green-passenger.html","8.05",0
"GREEN","George","Mr","Male","20","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-green.html","NA",0
"GREENBERG","Samuel","Mr","Male","54","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/samuel-greenberg.html","13.00",0
"GREGORY","David","Mr","Male","43","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/david-gregory.html","NA",0
"GROSCLAUDE","Gérald","Mr","Male","24","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/gerald-grosclaude.html","NA",0
"GRØNNESTAD","Daniel Danielsen","Mr","Male","32","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/daniel-danielsen-gronnestad.html","8.36",0
"GUEST","Stephen","Mr","Male","22","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/robert-stephen-guest.html","8.05",0
"GUGGENHEIM","Benjamin","Mr","Male","46","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/benjamin-guggenheim.html","79.20",0
"GUMERY","George","Mr","Male","24","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-gumery.html","NA",0
"GUNN","Joseph Alfred","Mr","Male","30","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/joseph-alfred-gunn.html","NA",0
"GUSTAFSSON","Karl Gideon","Mr","Male","19","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/karl-gideon-gustafsson.html","7.78",0
"GUSTAFSSON","Alfred Ossian","Mr","Male","19","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfred-ossian-gustafsson.html","9.85",0
"GUSTAFSSON","Anders Vilhelm","Mr","Male","37","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/anders-vilhelm-gustafsson.html","7.93",0
"GUSTAFSSON","Johan Birger","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/johan-birger-gustafsson.html","7.93",0
"GWINN","William Logan","Mr","Male","37","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-logan-gwynn.html","NA",0
"HAAS","Aloisia","Miss","Female","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/aloisia-haas.html","8.85",0
"HAGLAND","Ingvald Olai Olsen","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ingvald-olai-olsen-hagland.html","6.97",0
"HAGLAND","Konrad Mathias Reiersen","Mr","Male","19","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/konrad-hagland.html","6.97",0
"HAKKARAINEN","Pekka Pietari","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/pekka-pietari-hakkarainen.html","15.85",0
